floor,year,area,price
高层（共6层）,2013年建,84.75㎡,76.5万
低层（共16层）,,100㎡,50万
高层（共1层）,,186㎡,28万
中层（共12层）,,133㎡,52万
高层（共6层）,,110㎡,40万
中层（共12层）,,109.7㎡,33万
低层（共30层）,2015年建,85㎡,71.8万
高层（共5层）,2001年建,52.7㎡,53.5万
中层（共31层）,,100㎡,55万
中层（共31层）,,128㎡,70万
低层（共18层）,,123.5㎡,119万
低层（共18层）,,123.5㎡,119万
中层（共2层）,,50㎡,39万
高层（共7层）,,100㎡,38万
高层（共6层）,2000年建,88.14㎡,71.4万
低层（共6层）,2008年建,112㎡,93万
高层（共23层）,,128㎡,69万
中层（共25层）,,142㎡,77万
高层（共6层）,,95㎡,65万
中层（共27层）,,119.38㎡,71万
高层（共6层）,,90㎡,15万
中层（共9层）,,102㎡,39万
低层（共15层）,,110㎡,45万
低层（共29层）,,136㎡,45万
中层（共6层）,2002年建,93.64㎡,76.5万
高层（共26层）,2015年建,91㎡,91万
低层（共31层）,,9000㎡,50万
中层（共31层）,,116㎡,60万
高层（共6层）,,56㎡,20万
中层（共28层）,,142㎡,163万
中层（共6层）,,64㎡,18万
低层（共6层）,,133㎡,42万
低层（共8层）,2000年建,70.03㎡,83万
中层（共27层）,,94㎡,45万
低层（共27层）,,94㎡,44万
中层（共32层）,,100㎡,48万
高层（共6层）,,100㎡,48万
低层（共6层）,2012年建,136㎡,96.8万
中层（共6层）,2008年建,79.79㎡,77.5万
低层（共31层）,,100㎡,54万
低层（共31层）,,100㎡,54万
高层（共5层）,,85.5㎡,49万
高层（共6层）,,70㎡,40万
低层（共7层）,,108㎡,29万
低层（共12层）,,99.9㎡,38万
高层（共9层）,2005年建,69.7㎡,84万
中层（共8层）,2002年建,59㎡,90万
中层（共27层）,,128㎡,59万
低层（共27层）,,108㎡,11万
低层（共30层）,,121㎡,48万
高层（共1层）,,31.84㎡,55万
中层（共25层）,2002年建,96㎡,94万
中层（共6层）,2006年建,133.34㎡,84.6万
中层（共31层）,,118㎡,63万
中层（共31层）,,106㎡,55万
高层（共6层）,,136.4㎡,68万
高层（共6层）,,82㎡,47万
低层（共7层）,,108㎡,29万
低层（共11层）,,110㎡,35万
中层（共32层）,2013年建,100㎡,185万
中层（共33层）,2010年建,123㎡,220万
高层（共27层）,,118㎡,56万
高层（共27层）,,128.88㎡,59万
中层（共30层）,,99.7㎡,45万
高层（共3层）,,360㎡,48万
低层（共6层）,2008年建,98.17㎡,88万
高层（共16层）,2013年建,101㎡,96.6万
中层（共31层）,,106㎡,51万
高层（共31层）,,118㎡,65万
高层（共13层）,,60㎡,68万
高层（共28层）,,100㎡,95万
低层（共6层）,,25㎡,16万
高层（共28层）,,132㎡,36万
低层（共8层）,2002年建,92.8㎡,115万
高层（共7层）,,134㎡,49.8万
中层（共13层）,2015年建,84㎡,79.8万
高层（共30层）,2017年建,106.5㎡,101.9万
中层（共32层）,,112㎡,170万
高层（共7层）,,84㎡,85万
高层（共7层）,,95.44㎡,58万
中层（共11层）,,124㎡,46万
中层（共17层）,,121.83㎡,44万
低层（共7层）,2002年建,98㎡,168万
中层（共32层）,2013年建,145.6㎡,242万
高层（共31层）,,80㎡,45.8万
低层（共17层）,,110㎡,25万
高层（共14层）,2013年建,152㎡,161.8万
高层（共6层）,2000年建,104㎡,76.5万
高层（共18层）,,140㎡,180万
低层（共31层）,,117㎡,70万
低层（共28层）,,70.2㎡,48万
中层（共18层）,,100㎡,43万
低层（共6层）,,133㎡,42万
中层（共21层）,,110㎡,66万
低层（共32层）,2013年建,208㎡,390万
高层（共8层）,2000年建,80㎡,98万
中层（共26层）,,110㎡,52万
中层（共26层）,,120㎡,52万
低层（共29层）,2016年建,86㎡,73.8万
中层（共6层）,2000年建,82.3㎡,69.3万
中层（共23层）,,89.9㎡,50万
中层（共6层）,,76㎡,18万
高层（共6层）,,70㎡,60万
高层（共6层）,,95㎡,54万
低层（共11层）,,110㎡,35万
高层（共11层）,,104.8㎡,36万
低层（共28层）,2015年建,177㎡,175万
中层（共32层）,2020年建,103㎡,126万
高层（共7层）,,168.3㎡,58万
低层（共26层）,,110㎡,50万
中层（共32层）,,94㎡,40万
低层（共6层）,2015年建,116.51㎡,95万
低层（共7层）,,126.27㎡,78万
高层（共8层）,,81.81㎡,15万
中层（共31层）,,118㎡,60万
中层（共7层）,,103㎡,41万
高层（共2层）,,230㎡,50万
高层（共6层）,,102㎡,26万
低层（共6层）,,88㎡,22万
高层（共22层）,2006年建,107㎡,132万
低层（共33层）,2015年建,77.6㎡,182万
高层（共7层）,,168.3㎡,62万
中层（共6层）,,157.4㎡,65万
低层（共25层）,,122㎡,53万
低层（共25层）,,81.09㎡,34万
中层（共11层）,,129.33㎡,89万
中层（共6层）,,134.7㎡,80万
高层（共11层）,,119㎡,81万
中层（共18层）,,145㎡,90万
低层（共21层）,,110㎡,52万
高层（共17层）,,141㎡,135万
低层（共14层）,,57.8㎡,42万
低层（共18层）,,143.6㎡,60万
高层（共6层）,,95㎡,30万
中层（共24层）,2008年建,120.67㎡,176万
中层（共30层）,2018年建,120㎡,116万
低层（共21层）,,161㎡,53万
中层（共7层）,,157㎡,57万
高层（共4层）,,240㎡,200万
中层（共11层）,,120㎡,25万
高层（共20层）,,110㎡,5000万
高层（共18层）,,110.1㎡,67万
低层（共18层）,,117㎡,96万
低层（共18层）,,117㎡,94万
中层（共11层）,,93㎡,48万
高层（共6层）,,130㎡,130万
高层（共11层）,,97㎡,35万
低层（共18层）,,108㎡,40万
中层（共33层）,,134㎡,87万
高层（共12层）,2002年建,118.17㎡,128万
中层（共33层）,,159.25㎡,72万
中层（共10层）,,105㎡,23万
低层（共23层）,,85㎡,16.8万
高层（共26层）,,140.42㎡,91万
中层（共11层）,,129.8㎡,105万
中层（共25层）,,129㎡,60万
中层（共29层）,,120㎡,60万
低层（共15层）,,77.36㎡,58万
高层（共27层）,,89㎡,10万
高层（共11层）,,86㎡,33万
高层（共1层）,,108㎡,29万
中层（共26层）,2006年建,112.6㎡,166万
中层（共33层）,2021年建,104㎡,143万
高层（共6层）,,152㎡,87万
高层（共7层）,,168.3㎡,62万
中层（共11层）,,110㎡,23万
中层（共11层）,,105㎡,21万
高层（共18层）,,296㎡,189万
低层（共28层）,,121㎡,82万
高层（共6层）,,70㎡,61万
高层（共4层）,,227㎡,135万
中层（共6层）,,78㎡,50万
高层（共1层）,,196㎡,145万
高层（共18层）,2009年建,83.69㎡,70.8万
高层（共24层）,2014年建,90㎡,135万
高层（共7层）,,168.3㎡,61万
中层（共30层）,,110㎡,55万
低层（共23层）,,120㎡,21万
低层（共20层）,,105㎡,16万
高层（共26层）,,140.42㎡,83万
低层（共16层）,,107㎡,60万
低层（共31层）,,85.31㎡,54万
高层（共29层）,,117㎡,76万
中层（共28层）,,99.76㎡,45万
中层（共27层）,,132㎡,62万
中层（共27层）,,132㎡,62万
低层（共6层）,,82.62㎡,30万
中层（共6层）,,83㎡,20万
高层（共19层）,2006年建,145.16㎡,180万
中层（共34层）,2020年建,98㎡,100万
低层（共7层）,,44.7㎡,150万
中层（共30层）,,110㎡,55万
低层（共5层）,,480㎡,320万
中层（共14层）,,105㎡,18万
低层（共23层）,,105㎡,17万
高层（共26层）,,109㎡,69万
中层（共18层）,,126㎡,77万
高层（共11层）,,102.55㎡,61万
高层（共24层）,,93.55㎡,56万
低层（共6层）,,83㎡,60万
低层（共6层）,,83㎡,60万
高层（共16层）,,82㎡,10万
高层（共6层）,,108㎡,40万
中层（共12层）,2002年建,145.18㎡,186万
中层（共33层）,2017年建,85㎡,90万
高层（共8层）,,128㎡,58万
高层（共7层）,,125㎡,61万
中层（共4层）,,203㎡,89万
高层（共9层）,,148㎡,68万
低层（共19层）,,105㎡,17万
低层（共6层）,,142㎡,120万
高层（共26层）,,140㎡,90万
中层（共31层）,,114.69㎡,68万
低层（共6层）,,83㎡,60万
低层（共6层）,,103㎡,25万
中层（共8层）,2007年建,75㎡,85万
中层（共34层）,2021年建,106㎡,132.5万
高层（共1层）,,143.5㎡,53万
高层（共30层）,2019年建,120㎡,47万
高层（共7层）,,63㎡,25万
中层（共7层）,,120㎡,46万
低层（共29层）,,153㎡,68万
中层（共32层）,,142㎡,56万
中层（共13层）,,91㎡,66万
中层（共6层）,,119㎡,85万
高层（共20层）,,117㎡,59万
高层（共22层）,,135㎡,67万
中层（共17层）,,96㎡,43万
低层（共16层）,,156㎡,108万
高层（共6层）,,87.4㎡,28万
中层（共18层）,,149.88㎡,56万
高层（共33层）,2016年建,99.27㎡,94万
中层（共12层）,2002年建,135.5㎡,119万
低层（共17层）,,152㎡,70万
低层（共7层）,,114.5㎡,45万
高层（共31层）,2019年建,110㎡,43.2万
中层（共30层）,2019年建,155㎡,65万
高层（共7层）,,126.6㎡,57万
中层（共7层）,,136.8㎡,59万
中层（共32层）,,142.56㎡,78万
高层（共31层）,,130㎡,68万
低层（共17层）,,100㎡,76万
中层（共21层）,,87.17㎡,54万
中层（共20层）,,117㎡,58万
低层（共31层）,,128.45㎡,80万
低层（共7层）,,82㎡,55万
低层（共29层）,,116㎡,79万
低层（共18层）,,153.03㎡,58万
中层（共5层）,,51㎡,20万
低层（共33层）,2013年建,90.3㎡,130万
中层（共7层）,1996年建,52㎡,118万
低层（共18层）,,173㎡,67万
中层（共7层）,,109㎡,39万
中层（共25层）,,61㎡,29万
中层（共30层）,,144㎡,65万
中层（共31层）,2019年建,139㎡,53万
高层（共30层）,2019年建,89㎡,42万
高层（共6层）,,120㎡,49万
高层（共6层）,,97㎡,44万
高层（共7层）,,135㎡,55万
中层（共7层）,,90.53㎡,22万
低层（共25层）,,134.8㎡,57万
中层（共21层）,,87.17㎡,54万
高层（共7层）,,119㎡,65万
高层（共30层）,,78.22㎡,45万
高层（共30层）,,93.4㎡,44万
中层（共18层）,,120.4㎡,110万
高层（共6层）,,97㎡,95万
高层（共6层）,,99㎡,22万
高层（共6层）,,75㎡,19万
高层（共7层）,,118㎡,39万
中层（共6层）,1996年建,89㎡,159万
高层（共33层）,2012年建,102.9㎡,155万
低层（共23层）,2008年建,69㎡,90万
低层（共18层）,,109㎡,42万
中层（共18层）,,97㎡,40万
低层（共27层）,,143㎡,53万
高层（共16层）,,145㎡,95万
高层（共6层）,,170㎡,68万
低层（共31层）,2019年建,145㎡,57万
低层（共31层）,2019年建,110㎡,43万
高层（共31层）,2019年建,145㎡,57.2万
中层（共30层）,,116㎡,42万
中层（共30层）,,163㎡,56万
高层（共7层）,,168.3㎡,61万
高层（共26层）,,143㎡,86万
中层（共25层）,,87.17㎡,54万
高层（共30层）,,93.44㎡,43万
高层（共32层）,,110.44㎡,90万
高层（共6层）,,97㎡,95万
中层（共27层）,,119㎡,58万
低层（共6层）,,133㎡,38万
低层（共6层）,,99㎡,22万
中层（共7层）,2008年建,50.35㎡,75万
中层（共33层）,2018年建,131㎡,126万
中层（共16层）,,90㎡,41万
中层（共2层）,,276㎡,130万
中层（共31层）,,96㎡,41万
高层（共30层）,,81㎡,26万
中层（共30层）,2019年建,111㎡,46万
高层（共31层）,2019年建,89㎡,42.3万
高层（共25层）,,120㎡,45万
高层（共8层）,,188㎡,100万
中层（共26层）,,174㎡,90万
中层（共34层）,,92㎡,38万
高层（共6层）,,114㎡,74万
高层（共14层）,,94.23㎡,78万
高层（共20层）,,172㎡,170万
中层（共32层）,,96.48㎡,55万
中层（共15层）,,140㎡,90万
高层（共7层）,,119.9㎡,70万
高层（共6层）,,128㎡,43万
高层（共27层）,,96㎡,35万
中层（共9层）,2004年建,68㎡,88万
高层（共30层）,2004年建,94.53㎡,128万
低层（共4层）,,74㎡,56万
低层（共32层）,,112.28㎡,28万
高层（共26层）,,99㎡,29万
高层（共31层）,2019年建,110㎡,43万
高层（共31层）,2019年建,89㎡,42.1万
中层（共25层）,,118㎡,40万
中层（共28层）,,106㎡,60万
低层（共34层）,,139㎡,65万
中层（共29层）,,143㎡,58万
高层（共16层）,,224㎡,145万
中层（共6层）,,152㎡,115万
中层（共26层）,,160㎡,80万
中层（共32层）,,116㎡,68万
高层（共7层）,,131㎡,90万
高层（共6层）,,85㎡,22万
低层（共6层）,,90㎡,25万
中层（共18层）,2015年建,143.43㎡,236万
低层（共8层）,2003年建,59.07㎡,73.5万
中层（共29层）,,120㎡,65万
中层（共18层）,,125㎡,60万
中层（共11层）,,140㎡,50万
中层（共5层）,,132.27㎡,50万
中层（共31层）,2019年建,110㎡,43万
低层（共30层）,2022年建,40㎡,16万
低层（共31层）,,129㎡,85万
低层（共27层）,,136㎡,55万
低层（共30层）,,120㎡,58万
高层（共5层）,,650㎡,400万
低层（共23层）,,168㎡,68万
高层（共6层）,,131.9㎡,93万
中层（共26层）,,140.42㎡,88万
低层（共26层）,,121.3㎡,82万
中层（共26层）,,118㎡,78万
低层（共6层）,,88.3㎡,28.9万
低层（共7层）,,108㎡,28.8万
低层（共26层）,2009年建,119.36㎡,174万
高层（共30层）,2004年建,81.45㎡,103万
中层（共30层）,,90㎡,49万
中层（共30层）,,92㎡,32万
低层（共34层）,,137㎡,45万
高层（共8层）,,76.6㎡,45万
高层（共31层）,2019年建,110㎡,42.5万
低层（共31层）,2019年建,139㎡,53.2万
高层（共30层）,,115㎡,57万
中层（共18层）,,140㎡,50万
高层（共1层）,,10000㎡,1100万
高层（共30层）,,152.7㎡,90万
高层（共11层）,,140㎡,88万
中层（共6层）,,135㎡,82万
高层（共11层）,,120㎡,78万
低层（共26层）,,117㎡,81万
高层（共6层）,,71.58㎡,22.8万
低层（共11层）,2003年建,87.59㎡,126万
中层（共20层）,2012年建,98.99㎡,142.9万
低层（共8层）,2010年建,143.23㎡,110.8万
中层（共31层）,,137㎡,65万
中层（共17层）,,113.68㎡,53万
中层（共17层）,,117㎡,39万
低层（共25层）,,148㎡,67万
低层（共30层）,2019年建,120㎡,47万
中层（共31层）,2019年建,110㎡,42.1万
中层（共31层）,2019年建,114㎡,47万
低层（共7层）,,119㎡,68万
低层（共20层）,,159㎡,59万
低层（共5层）,,469㎡,350万
高层（共3层）,,205.8㎡,130万
高层（共5层）,,138㎡,78万
高层（共25层）,,100㎡,71万
中层（共32层）,,116㎡,56万
高层（共1层）,,105㎡,67万
中层（共30层）,2004年建,90.54㎡,123.8万
中层（共18层）,2015年建,143.43㎡,236万
中层（共33层）,2019年建,95㎡,104万
低层（共33层）,2015年建,101㎡,71.5万
中层（共30层）,2010年建,118㎡,69.8万
高层（共17层）,,113.6㎡,53万
中层（共6层）,,71㎡,33万
高层（共25层）,,111.44㎡,50万
中层（共2层）,,270㎡,125万
高层（共31层）,2022年建,110㎡,42万
低层（共34层）,,102.58㎡,35万
中层（共33层）,,77㎡,29万
中层（共17层）,,151.48㎡,64万
高层（共5层）,,200㎡,50万
高层（共19层）,,204㎡,97万
高层（共1层）,,89㎡,62万
高层（共11层）,,107㎡,80万
高层（共15层）,,75㎡,49万
高层（共33层）,2013年建,53.13㎡,80.5万
中层（共32层）,2011年建,145.6㎡,241万
低层（共40层）,2020年建,95㎡,82.8万
低层（共46层）,2018年建,165㎡,145万
中层（共28层）,2015年建,114㎡,98万
高层（共13层）,2014年建,116㎡,84.5万
高层（共30层）,,119㎡,58万
高层（共22层）,,50㎡,25万
中层（共7层）,,111.7㎡,45万
高层（共7层）,,106㎡,40万
中层（共31层）,2019年建,139㎡,53.2万
中层（共31层）,2019年建,120㎡,47万
中层（共7层）,,91㎡,22万
中层（共3层）,,44.36㎡,20万
